#Frame          test1   test1[Max]
     979       7.6684      13.1222
     980       7.8062      12.7686
     981       7.7973      13.2812
     982       7.5810      13.1996
     983       7.6671      13.2140
     984       7.6588      12.6716
     985       7.8874      13.3748
     986       8.0461      12.8899
     987       7.8319      12.5480
     988       7.6368      12.6944
     989       7.8025      12.9538
     990       7.6613      12.7441
     991       7.8220      12.9574
     992       7.9115      13.9997
     993       7.8734      12.5408
     994       7.7964      13.6444
     995       7.6747      12.5019
     996       7.7278      12.7604
     997       7.7912      13.6992
     998       7.7987      12.7105
     999       7.7320      13.6902
    1000       7.5965      11.9494
    1001       7.6387      12.6443
    1002       7.7715      12.7224
    1003      36.0948      45.1489
    1004       7.5205      12.3952
    1005       7.8527      12.7960
    1006       7.8354      12.8387
    1007       7.7012      13.2083
    1008       7.6084      12.1529
    1009       7.4966      12.6613
    1010       7.5413      12.6906
    1011       7.6634      11.9040
    1012       7.6549      12.9924
    1013       8.0132      14.0989
    1014       7.7353      12.9869
    1015       7.6960      12.6628
    1016       7.6751      13.0184
    1017       8.0366      13.7187
    1018       7.3428      12.4235
    1019       7.8333      13.5692
    1020       7.8111      13.0931
    1021       7.4406      11.8145
    1022       7.8380      13.4295
    1023       7.6286      12.9615
    1024       7.7936      13.4157
    1025       7.6785      12.9632
    1026       7.8039      13.0888
    1027      34.6604      44.6581
    1028       7.8000      12.4682
    1029       7.4947      12.8667
    1030       7.7018      12.9277
    1031       7.8867      13.1849
    1032       7.7740      12.9184
    1033       7.5403      12.8067
    1034       7.8774      13.2432
    1035       7.7103      12.8449
    1036       7.8221      12.7852
    1037       7.6714      12.4112
    1038       7.6594      12.3433
    1039       7.8222      12.1362
    1040      37.0517      46.3669
    1041       7.8745      13.6489
    1042       7.6505      12.7960
    1043       7.6353      12.7621
    1044       7.6183      12.0493
    1045       7.5891      12.7682
    1046       7.9439      12.7332
    1047       7.7933      12.6124
    1048       7.6832      12.8611
    1049       7.5120      11.9400
    1050       7.8192      13.7878
    1051       7.8255      12.8141
    1052       7.6949      12.3275
    1053       7.7349      12.3702
    1054       7.6169      12.4254
    1055       7.6264      12.8998
    1056       7.8486      13.3800
    1057       7.5688      13.4281
    1058       7.7073      12.8950
    1059       7.6658      12.9587
    1060       7.7065      12.6754
    1061       7.6665      12.5118
    1062       7.7821      14.1743
    1063       7.9221      13.1870
    1064       7.9360      13.5368
    1065       7.7880      13.1653
    1066       7.6632      12.5045
    1067       7.6559      12.9336
