#Frame           test    test[Max]
    1068      15.6315      26.7506
    1069      19.2828      70.1074
    1070      15.5034      26.5781
    1071      15.5497      26.5753
    1072      15.5610      27.0418
    1073      15.5337      26.4054
    1074      15.5507      26.8862
    1075      15.5066      26.9916
    1076      15.4984      27.0141
    1077      15.5484      26.3161
    1078      15.6055      26.7794
    1079      15.5693      26.5000
    1080      15.5260      27.0116
    1081      15.5391      26.5823
    1082      15.5905      26.7460
    1083      15.6440      27.0516
    1084      15.6141      27.0146
    1085      15.4987      26.8684
    1086      15.4782      26.3155
    1087      15.5987      26.9262
    1088      15.5781      26.9924
    1089      18.7639      66.0107
    1090      15.5897      27.1170
    1091      18.7696      66.0354
    1092      18.7479      65.8070
    1093      18.7376      65.9309
    1094      15.6951      26.8417
    1095      15.5266      26.1679
    1096      15.4505      26.8779
    1097      18.7182      65.6832
    1098      15.5036      27.0863
    1099      15.5426      26.7841
    1100      15.5966      26.6886
    1101      15.6375      27.2735
    1102      15.5989      27.2110
    1103      15.6689      28.1208
    1104      15.5773      26.9920
    1105      15.7329      27.1807
    1106      15.6566      27.2305
    1107      15.5913      27.3675
    1108      19.4085      71.4882
    1109      18.7014      65.4978
    1110      19.6898      77.0033
    1111      15.5912      26.6821
    1112      15.5892      26.9016
    1113      15.5601      26.9930
    1114      15.5464      26.5848
    1115      15.6270      27.5068
    1116      15.5513      26.6481
    1117      19.7387      77.5663
    1118      15.6389      26.6338
    1119      15.5506      27.0950
    1120      15.5452      27.2781
    1121      15.6858      26.5566
    1122      15.6704      27.0098
    1123      15.6764      26.8784
    1124      19.6542      76.1728
    1125      15.6638      26.8164
    1126      15.6139      26.9496
    1127      15.6496      27.0589
    1128      15.6057      26.8030
    1129      15.5118      27.4648
    1130      15.5391      26.3036
    1131      15.6212      27.2833
    1132      15.6148      26.6469
    1133      15.5070      27.1039
    1134      15.6382      26.5947
    1135      15.6952      27.1909
    1136      15.6601      27.1590
    1137      15.5144      27.2644
    1138      15.5624      27.3523
    1139      15.6613      26.8753
    1140      15.6568      27.0989
    1141      18.7270      66.1762
    1142      18.6898      65.7459
    1143      15.6445      27.0476
    1144      19.3107      70.0825
    1145      19.2950      70.3824
    1146      19.2411      70.6031
    1147      15.5972      27.1505
    1148      15.6646      27.3639
    1149      19.9754      79.9855
    1150      18.7399      66.0896
    1151      15.5757      27.1291
    1152      15.5191      27.4802
    1153      15.5602      27.0170
    1154      15.6748      27.3239
    1155      15.7089      27.4173
    1156      15.5565      26.8116
    1157      19.6746      76.7614
    1158      15.5861      27.0186
    1159      15.6542      28.1830
    1160      18.6953      65.3742
    1161      15.5492      26.4702
    1162      19.6535      75.1873
    1163      15.5071      27.0051
    1164      15.5509      26.8044
    1165      15.5151      26.5847
    1166      18.7305      65.3971
    1167      15.5330      26.9894
    1168      15.5816      26.9628
    1169      15.5773      26.8652
    1170      15.5561      26.7282
    1171      15.5647      27.1223
    1172      15.6603      28.0240
    1173      15.5695      27.0762
    1174      15.5712      26.8969
    1175      15.6213      27.7619
    1176      15.4965      26.6496
    1177      15.5793      26.9709
    1178      15.5309      26.7817
    1179      15.5810      26.6550
    1180      15.5760      27.5369
    1181      15.7188      27.2173
    1182      15.5571      27.0136
    1183      15.6132      26.8861
    1184      15.5928      27.1070
    1185      15.5746      27.3309
    1186      15.5133      26.4797
    1187      15.5205      27.0609
    1188      20.4173      81.9170
    1189      15.4950      26.9557
    1190      18.7649      65.2218
    1191      15.5787      27.0182
    1192      15.5516      27.0951
    1193      18.6792      65.3846
    1194      15.5161      27.2564
    1195      19.7545      74.9679
    1196      15.5878      26.6017
    1197      15.5244      26.9955
    1198      15.5922      27.3818
    1199      15.5713      27.2115
    1200      15.5480      27.1187
    1201      19.6864      75.8368
    1202      15.5806      26.5510
    1203      15.5562      27.0473
    1204      19.7770      75.6249
    1205      19.7409      75.4103
    1206      15.5741      26.9520
    1207      15.6134      27.0036
    1208      19.7332      76.2407
    1209      18.7272      65.4855
    1210      15.6231      27.1969
    1211      15.6121      27.1955
    1212      18.7220      65.1850
    1213      18.7237      65.3877
    1214      20.3740      81.8561
    1215      18.6673      65.5230
    1216      20.4107      82.5712
    1217      15.5874      26.9167
    1218      15.5838      26.7381
    1219      19.6993      77.5019
    1220      19.1579      68.2298
    1221      15.6240      26.9570
    1222      19.6974      77.8588
    1223      15.5777      26.6186
    1224      15.5156      27.3851
    1225      15.6228      26.6498
    1226      15.4426      27.1199
    1227      15.5718      27.2761
    1228      15.5769      26.7408
    1229      15.4779      26.9638
    1230      15.5430      26.5123
    1231      15.5781      28.1280
    1232      19.2128      68.3978
    1233      15.6110      26.8650
    1234      18.7724      66.5300
    1235      19.7177      75.0741
    1236      18.7656      66.5575
    1237      20.2980      82.0720
    1238      19.0353      68.2496
    1239      15.5257      27.1616
    1240      19.0102      68.4358
    1241      15.4582      27.0179
    1242      18.7208      67.4810
    1243      18.7093      66.1713
    1244      18.7114      67.4873
    1245      15.5854      27.4585
    1246      15.4913      26.9919
    1247      15.4642      27.1663
    1248      15.4346      26.7996
    1249      15.5064      26.9266
    1250      18.8417      66.7657
    1251      15.4758      27.3273
    1252      19.0663      68.2149
    1253      19.0693      67.9897
    1254      18.7851      67.4496
    1255      19.1443      67.9569
    1256      15.4967      26.5859
    1257      18.7565      66.6387
    1258      18.7491      66.9600
    1259      19.0450      67.9836
    1260      15.5272      27.0206
    1261      15.5291      26.7817
    1262      15.5312      26.9043
    1263      18.6337      66.0623
    1264      18.6438      66.2784
    1265      19.0025      68.0108
    1266      18.7569      66.2314
    1267      18.6730      66.6059
    1268      15.5277      27.2683
    1269      18.6841      66.5285
    1270      18.7553      66.6161
    1271      15.6440      27.2788
    1272      18.7190      67.2929
    1273      18.6481      66.3013
    1274      18.9257      67.1604
    1275      18.7326      66.4736
    1276      18.7016      66.1698
    1277      15.5450      26.9750
    1278      18.9382      67.5331
    1279      18.7870      66.0001
    1280      18.7510      66.7790
    1281      18.9278      67.6490
    1282      18.8519      67.7148
    1283      18.7691      66.1514
    1284      15.5171      26.5514
    1285      15.5425      26.4815
    1286      15.5028      26.6811
