#Frame           test    test[Max]
    9411      15.5348      26.7634
    9412      15.6556      27.2175
    9413      15.5116      26.4146
    9414      15.6779      27.0626
    9415      15.5095      27.5369
    9416      15.6382      27.2693
    9417      18.5859      67.5097
    9418      15.6431      27.3697
    9419      15.5213      26.8737
    9420      15.7371      27.0722
    9421      15.4933      26.6398
    9422      15.5657      27.5001
    9423      18.6894      64.8305
    9424      15.6042      26.5177
    9425      15.6188      26.9692
    9426      15.6566      27.0739
    9427      15.5863      26.9699
    9428      15.6731      26.9585
    9429      15.7031      26.8541
    9430      15.7293      27.1496
    9431      15.6690      27.2329
    9432      15.6300      27.0109
    9433      15.4817      26.4980
    9434      15.4832      27.1430
    9435      15.4944      27.1325
    9436      15.5752      27.0753
    9437      15.6294      27.6235
    9438      15.5989      27.2371
    9439      15.5989      27.0213
    9440      15.6035      26.7038
    9441      15.6185      26.9233
    9442      15.5830      26.9516
    9443      15.6141      26.6288
    9444      15.6325      26.6074
    9445      20.2555      80.8054
    9446      20.3241      81.1121
    9447      19.7761      78.4530
    9448      19.7533      78.3631
    9449      15.6218      26.9216
    9450      19.5170      72.3027
    9451      18.5890      64.9184
    9452      18.6177      65.3226
    9453      18.6145      65.4284
    9454      18.6128      65.8958
    9455      15.6768      27.1512
    9456      15.4810      27.0352
    9457      15.4412      26.8109
    9458      15.5736      27.4455
    9459      15.5974      26.9014
    9460      15.6344      27.0641
    9461      15.5616      26.6877
    9462      15.6961      27.8744
    9463      15.7230      27.8721
    9464      18.5474      65.1835
    9465      15.6152      26.7730
    9466      15.6729      26.7648
    9467      18.5899      64.6814
    9468      15.5736      27.1568
    9469      15.6201      28.0071
    9470      15.6325      27.3610
    9471      18.5640      64.5818
    9472      15.6760      26.8251
    9473      15.6705      26.7613
    9474      15.5909      26.4443
    9475      15.6385      26.8348
    9476      15.6917      27.4159
    9477      15.6986      26.9568
    9478      15.6922      27.1414
    9479      15.6549      27.2011
    9480      18.6985      66.0792
    9481      15.6426      26.9600
    9482      15.6868      26.9428
    9483      15.6181      26.3952
    9484      15.6415      27.0233
    9485      15.6801      27.3824
    9486      15.4821      27.2446
    9487      15.6296      27.4773
    9488      15.6997      27.2840
    9489      15.6334      27.4553
    9490      15.6440      26.4173
    9491      15.6054      27.5897
    9492      15.4875      26.5672
    9493      15.5809      26.5099
    9494      15.5377      27.0132
    9495      15.5203      27.0773
    9496      15.6598      27.5785
    9497      18.6691      66.6723
    9498      15.6515      26.9062
    9499      15.6496      27.3778
    9500      15.7592      27.5978
    9501      15.6092      27.0599
    9502      15.6033      27.1935
    9503      15.5806      26.9037
    9504      15.6183      27.3718
    9505      15.5718      26.7987
    9506      15.6157      26.9791
    9507      15.5755      27.0195
    9508      15.6013      27.4695
    9509      15.5923      27.0319
    9510      15.6408      27.0196
    9511      15.6302      26.8114
    9512      15.6297      26.9477
    9513      15.6184      27.1130
    9514      15.6876      26.8595
    9515      15.5812      26.8724
    9516      15.5619      26.8860
    9517      15.5813      26.9965
    9518      15.5879      26.9368
    9519      18.6902      67.2187
    9520      15.5579      27.2749
    9521      15.5998      27.4308
    9522      18.7017      66.7324
    9523      15.6836      26.8990
    9524      15.5589      27.1647
    9525      18.7027      67.3649
    9526      15.5218      27.0531
    9527      15.5661      27.0940
    9528      15.6779      26.4394
    9529      15.6235      26.5331
    9530      15.5972      27.1294
    9531      15.5451      27.3161
    9532      15.4995      27.2178
    9533      15.5504      26.9564
    9534      15.6075      27.1043
    9535      15.6130      26.8105
    9536      19.5322      75.1438
    9537      15.5588      26.7853
    9538      15.5328      26.2048
    9539      15.5100      27.1857
    9540      15.5759      27.6316
    9541      15.5426      26.1335
    9542      15.5278      26.9271
    9543      15.6076      26.4200
    9544      15.5558      27.2920
    9545      15.6740      26.9344
    9546      15.5796      27.0422
    9547      15.5172      26.8516
    9548      15.6017      26.4622
    9549      15.4745      26.8333
    9550      15.6563      27.1078
    9551      15.4835      26.2664
    9552      15.5369      27.1036
    9553      15.5086      27.1976
    9554      15.5676      26.4880
    9555      15.5940      26.5489
    9556      15.6604      26.9532
    9557      15.5708      26.6629
    9558      15.6392      27.4722
    9559      18.5949      67.7285
    9560      15.5536      26.5068
    9561      15.5933      26.5741
    9562      15.5013      27.0124
    9563      15.5164      26.7705
    9564      15.5001      26.6869
    9565      18.6318      68.1031
    9566      15.5810      26.9471
    9567      15.5301      27.0097
    9568      15.5387      26.3253
    9569      15.5997      26.7403
    9570      19.5950      74.8995
    9571      15.6066      26.8140
    9572      15.5907      26.5476
    9573      15.4997      26.6564
    9574      15.5554      26.3311
    9575      15.5607      26.5654
    9576      15.5145      26.6564
    9577      15.6466      26.6148
    9578      15.6244      27.4492
    9579      15.5314      26.7585
    9580      15.6014      27.9944
    9581      15.5749      27.0339
    9582      19.0089      70.2460
    9583      15.6442      26.6775
    9584      15.6083      26.9816
    9585      15.6103      26.6605
    9586      19.8722      78.7884
    9587      19.8385      78.5289
    9588      19.7684      78.5098
    9589      15.5300      27.2416
    9590      19.8464      78.4888
    9591      15.6950      26.9221
    9592      19.6203      75.8841
    9593      19.6602      76.5253
    9594      19.7427      78.1513
    9595      15.5306      26.6983
    9596      15.6075      26.3767
    9597      15.5568      26.9265
    9598      15.5514      26.4806
    9599      15.5590      26.6904
    9600      15.6431      27.2415
    9601      15.5386      26.6719
    9602      19.5422      74.5775
    9603      19.5498      74.7847
    9604      15.5764      27.0525
    9605      15.5455      26.7033
    9606      15.6162      26.7854
    9607      15.5851      26.7689
    9608      15.6012      26.8548
    9609      15.5827      27.1146
    9610      15.5386      26.6259
    9611      15.5395      26.5137
    9612      15.5854      27.1302
    9613      15.5956      26.7176
    9614      15.5484      27.2021
    9615      15.5593      27.3197
    9616      15.5725      27.1893
    9617      15.6171      27.1871
    9618      15.5815      26.8351
    9619      15.6390      26.6206
    9620      15.5879      26.8589
    9621      15.6008      26.6695
    9622      15.5165      27.3963
    9623      15.5798      27.5245
    9624      15.6238      26.5295
    9625      15.6418      27.0579
    9626      15.5339      27.1619
    9627      15.6117      26.9032
    9628      15.5606      27.0009
    9629      15.5934      26.9289
    9630      19.3845      72.1796
    9631      19.0332      66.4653
    9632      15.5385      27.0479
    9633      15.5565      27.1986
    9634      19.1524      66.2040
    9635      15.6446      26.7285
    9636      15.6133      26.7843
    9637      15.5826      27.3635
    9638      19.2242      66.5645
    9639      15.5439      26.6849
    9640      15.5201      27.1216
    9641      18.6101      67.2395
    9642      18.6274      67.4855
    9643      15.6479      27.3855
    9644      15.6297      27.1195
    9645      15.6004      27.8115
    9646      15.6217      26.8154
    9647      15.5123      26.6335
    9648      18.6794      67.7727
    9649      15.5455      26.6971
    9650      15.5646      27.5559
    9651      19.3670      71.0996
    9652      15.7177      27.0500
    9653      15.5278      28.0637
    9654      15.6969      27.1328
    9655      18.6679      65.9181
    9656      15.7162      26.9714
    9657      15.6361      27.8933
    9658      15.5785      26.8711
    9659      15.5760      26.8233
    9660      18.6212      65.8136
    9661      18.6107      65.8582
    9662      15.5781      28.0463
    9663      18.8174      67.7010
    9664      15.5561      27.4099
    9665      15.5952      27.6599
    9666      15.6000      28.1645
    9667      15.6012      26.8224
    9668      18.6530      66.4291
    9669      15.6087      27.1315
    9670      15.5853      26.9574
    9671      18.6416      66.3944
    9672      15.5778      26.7677
    9673      15.6469      26.8260
    9674      15.5295      26.1788
    9675      15.5360      26.7413
    9676      19.5595      74.2210
    9677      15.5676      27.1600
    9678      15.5589      27.0618
    9679      15.5762      26.6757
    9680      15.5985      26.8241
    9681      15.6016      26.7566
    9682      15.5631      27.7068
    9683      15.5408      26.8833
    9684      15.5500      27.6009
    9685      15.5253      26.8058
    9686      15.6120      26.3118
    9687      15.5251      26.5383
    9688      15.5901      26.3340
    9689      15.5912      27.0488
    9690      15.5472      26.7819
    9691      15.5731      26.4761
    9692      15.5119      26.6159
    9693      15.5529      27.0377
    9694      15.5443      26.6549
    9695      15.5649      26.9786
    9696      18.8921      67.6016
    9697      15.5258      26.7264
    9698      18.5596      66.1302
    9699      15.5589      26.3102
    9700      15.5589      27.3665
    9701      18.5244      66.0156
    9702      18.8968      67.6013
    9703      18.9012      66.9923
    9704      18.5142      65.7161
    9705      15.5683      26.7832
    9706      15.5678      27.3211
    9707      15.6469      26.9134
    9708      15.5290      26.9070
    9709      18.8440      67.1513
    9710      15.5906      27.1541
    9711      15.6809      26.5873
    9712      18.9274      67.1459
    9713      15.5898      26.3110
    9714      18.5134      65.7259
    9715      15.5030      26.9241
    9716      18.8638      67.1536
    9717      18.8905      69.6315
    9718      15.5753      27.0671
    9719      15.6368      26.8957
    9720      18.9653      70.0076
    9721      18.9261      67.1804
    9722      15.6037      26.9045
    9723      18.8724      67.0540
    9724      15.5874      27.0293
    9725      15.6081      27.2584
    9726      15.6466      26.5555
    9727      18.6364      65.5637
    9728      18.9636      67.3768
    9729      18.9262      67.1864
    9730      18.9001      67.4539
    9731      15.6970      27.2727
    9732      18.5591      65.6358
    9733      15.6800      27.6537
    9734      18.8665      67.4873
    9735      18.5602      65.8712
    9736      15.5606      26.9490
    9737      18.8526      67.3506
    9738      15.6144      26.9247
    9739      15.5596      26.7123
    9740      18.8820      67.3775
    9741      15.5919      27.0962
    9742      15.5983      27.1507
    9743      15.6103      26.6417
    9744      18.9128      67.3810
    9745      15.6327      26.8787
    9746      18.9036      67.6028
    9747      15.5893      26.9411
    9748      15.6287      27.2789
    9749      18.9002      66.7742
    9750      18.6034      65.5576
    9751      18.6087      65.8367
    9752      15.5987      27.0410
    9753      15.6037      27.0673
    9754      15.6116      27.0050
    9755      15.5610      27.0455
    9756      15.6818      27.1419
    9757      15.6486      27.3394
    9758      15.6004      27.3101
    9759      15.6429      27.4327
    9760      15.7156      27.9275
    9761      15.6460      27.2622
    9762      15.5742      26.5193
    9763      15.7228      27.4008
    9764      15.5119      27.0319
    9765      15.4858      26.8759
    9766      18.9824      69.7994
    9767      15.5730      26.6380
    9768      15.5675      26.9471
    9769      15.6355      26.9143
    9770      15.5296      27.0255
    9771      15.5676      26.7828
    9772      15.5951      26.5683
    9773      15.5969      26.6076
    9774      15.6409      28.4912
    9775      15.5833      26.5974
    9776      15.7180      27.5765
    9777      15.5835      26.6348
    9778      15.5120      27.3410
    9779      19.9495      77.6722
    9780      15.5638      27.0479
    9781      15.5635      26.9894
    9782      15.5965      26.9620
    9783      15.5510      26.9629
    9784      15.5940      27.2777
    9785      15.5786      27.3152
    9786      15.5932      26.9173
    9787      15.5178      26.5332
    9788      15.5120      26.9381
    9789      20.0198      80.4531
    9790      19.9394      77.6977
    9791      18.7767      65.8923
    9792      15.5545      26.8370
    9793      15.6083      27.2560
    9794      18.8665      65.8775
    9795      15.6702      26.8784
    9796      18.8299      65.8296
    9797      18.7856      65.5324
    9798      15.5316      26.9762
    9799      15.6602      27.7554
    9800      15.5446      27.0043
    9801      15.5517      27.1922
    9802      15.5190      26.8188
    9803      19.2510      67.6528
    9804      19.1092      72.0540
    9805      19.1126      72.3841
    9806      19.0826      71.9259
    9807      15.6322      26.9904
    9808      15.5368      26.9668
    9809      15.5349      26.5736
    9810      18.8191      65.8726
    9811      15.6199      27.1067
    9812      18.5866      65.6673
    9813      19.8138      77.9073
    9814      15.5572      26.8966
    9815      15.6119      26.5292
    9816      15.6123      27.1534
    9817      15.6035      26.9469
    9818      15.4831      26.5647
    9819      15.5784      27.0896
    9820      15.5660      27.2057
    9821      15.5529      27.0693
    9822      15.5676      27.1697
    9823      15.5561      26.6208
    9824      19.8275      77.0359
    9825      19.8969      77.0159
    9826      15.5837      25.9875
    9827      19.0869      72.4520
    9828      15.5860      26.2766
    9829      19.9112      76.7103
    9830      19.9158      77.4946
    9831      15.5380      26.2749
    9832      19.0892      72.2419
    9833      15.5964      27.2458
    9834      19.9194      78.2992
    9835      15.6104      26.8439
    9836      15.5850      27.9153
    9837      19.9485      77.3647
    9838      15.5567      27.0176
    9839      15.5665      26.7376
    9840      15.5047      27.1645
    9841      15.5781      26.7798
    9842      15.5982      26.8951
    9843      15.5815      27.5537
    9844      15.5429      26.8074
    9845      15.5836      26.6016
    9846      15.5769      27.7323
    9847      15.5590      27.1362
    9848      15.5604      27.0014
    9849      19.9039      76.5244
    9850      15.5258      27.3594
    9851      15.5653      26.3768
    9852      15.6158      27.1863
    9853      15.5825      26.5746
    9854      15.5658      26.8196
    9855      19.2107      67.4340
    9856      15.6538      26.6493
    9857      15.6510      26.5756
    9858      15.5772      27.0604
    9859      15.6258      26.9037
    9860      15.6070      27.3626
    9861      15.6486      27.7230
    9862      19.0458      66.1140
    9863      15.6459      28.0340
    9864      15.5890      26.4362
    9865      15.6661      26.8122
    9866      15.6095      26.7745
    9867      15.6358      26.8890
    9868      15.5900      26.8005
    9869      15.5900      26.8118
    9870      15.6103      26.6643
    9871      15.5915      26.7816
    9872      15.6154      27.0281
    9873      15.5935      26.8939
    9874      19.6837      77.2003
    9875      15.5239      26.4353
    9876      15.5939      26.9925
    9877      15.6377      26.9005
    9878      15.6721      27.1095
    9879      15.5888      27.1535
    9880      15.5750      26.7488
    9881      15.5671      26.8329
    9882      15.6361      26.6880
    9883      15.5858      26.9766
    9884      19.3611      71.1764
    9885      19.7244      77.0229
    9886      15.6780      26.5145
    9887      19.6720      77.2677
    9888      15.5834      26.7635
    9889      15.5946      27.0484
    9890      19.6902      77.1966
    9891      15.5582      26.9264
    9892      15.5905      26.8822
    9893      15.6518      26.8101
    9894      19.7185      77.1005
    9895      15.6965      27.4557
    9896      15.5926      27.3046
    9897      19.7160      77.1767
    9898      19.7021      76.7972
    9899      19.7000      77.1490
    9900      19.6953      77.0585
    9901      15.6278      26.8414
    9902      15.5793      26.8103
    9903      15.6040      26.8870
    9904      15.5221      26.5127
    9905      15.4473      27.0426
    9906      18.9388      67.6746
    9907      15.6105      27.0760
    9908      15.6261      27.2757
    9909      15.6202      26.8499
    9910      15.5835      27.2955
    9911      15.6055      26.8972
    9912      18.6848      65.2597
    9913      15.6714      27.1415
    9914      18.7514      65.1600
    9915      19.7725      76.8920
    9916      19.7733      76.5190
    9917      15.6827      27.0359
    9918      15.6649      26.8880
    9919      15.5818      26.7631
    9920      15.5887      27.4158
    9921      15.6036      27.6005
    9922      15.5782      26.8848
    9923      15.6120      27.0902
    9924      15.6512      27.1397
    9925      15.6645      27.4301
    9926      15.7205      27.8665
    9927      15.5802      27.3307
    9928      15.5701      26.8284
    9929      15.6260      26.7845
    9930      15.5708      26.6981
    9931      15.6264      27.2839
    9932      15.5650      26.6081
    9933      18.9538      67.6100
    9934      15.6356      26.7731
    9935      15.6142      27.3119
    9936      15.6307      27.6475
    9937      15.5500      26.7793
    9938      15.6306      27.0375
    9939      15.5257      27.1841
    9940      15.4941      27.6443
    9941      15.5151      27.4500
    9942      15.5946      27.1584
    9943      15.6484      26.6060
    9944      15.6764      26.6962
    9945      15.5900      27.1336
    9946      15.5793      27.2694
    9947      15.6419      27.0261
    9948      15.5873      27.3287
    9949      15.5520      27.3035
    9950      15.5352      26.9247
    9951      15.6705      27.2081
    9952      15.5730      27.3550
    9953      15.7020      27.2759
    9954      15.6743      26.9978
    9955      15.5875      27.0530
    9956      18.7886      65.7816
    9957      15.5654      26.8972
    9958      15.5564      26.7397
    9959      15.5864      26.9948
    9960      15.5866      26.7534
    9961      15.6400      27.1853
    9962      15.6221      26.6642
    9963      15.6280      26.6836
    9964      15.5377      26.9444
    9965      15.6250      26.8531
    9966      15.7152      26.8231
    9967      15.4982      26.6723
    9968      15.6856      27.4657
    9969      19.3303      71.0980
    9970      15.6413      27.0898
    9971      15.6074      27.4288
    9972      15.6798      26.9860
    9973      15.6357      26.8029
    9974      15.6568      26.8713
    9975      15.5731      26.8684
    9976      15.6419      27.2153
    9977      15.6672      27.3138
    9978      15.6526      26.6926
    9979      15.4960      26.7989
    9980      18.9458      67.3325
    9981      15.6496      27.1133
    9982      15.4770      26.3803
    9983      15.6956      28.2062
    9984      15.6520      26.8968
    9985      15.6630      26.7663
    9986      15.6681      27.2910
    9987      15.5330      26.9410
    9988      18.8593      66.5130
    9989      15.5086      26.8483
    9990      18.8103      66.4763
    9991      19.3272      74.2414
    9992      18.8470      66.6997
    9993      15.6345      28.0469
    9994      15.6059      26.5671
    9995      15.7694      27.0807
    9996      15.6445      27.7516
    9997      15.6853      26.8740
    9998      15.6971      27.1237
    9999      15.6043      27.2388
   10000      15.6607      27.3101
   10001      15.5966      26.9865
   10002      15.6730      26.8351
   10003      15.6728      27.1118
   10004      15.5293      26.6725
   10005      15.6144      28.0013
   10006      19.3413      73.8052
   10007      15.6560      26.6865
   10008      15.6035      26.9907
   10009      15.5362      27.1453
   10010      18.8620      67.1121
   10011      15.6220      27.4384
   10012      18.8584      67.3757
   10013      15.5681      26.7919
   10014      15.6728      27.2505
   10015      15.5470      27.3514
   10016      15.4574      26.2450
   10017      15.6260      28.7314
   10018      15.4801      26.7190
   10019      15.5195      26.4284
   10020      18.7304      66.9655
   10021      20.0376      77.7624
   10022      18.6926      66.9000
   10023      15.6326      26.5892
   10024      15.6363      26.9086
   10025      15.6549      27.1827
   10026      18.5392      65.3238
   10027      15.6474      28.2179
   10028      15.6556      26.7170
   10029      15.6423      26.7731
   10030      15.6399      26.8606
   10031      15.6338      27.1311
   10032      15.5055      26.5265
   10033      15.4879      26.9822
   10034      15.6241      27.1953
   10035      18.7332      66.7291
   10036      15.5862      26.7761
   10037      15.6197      26.9500
   10038      18.7683      66.8565
   10039      18.7572      67.8598
   10040      15.6451      27.2230
   10041      15.6563      27.3371
   10042      18.7788      66.6904
   10043      15.5508      26.7706
   10044      15.6626      26.9496
   10045      15.6513      26.5227
   10046      15.6224      27.0927
   10047      15.6963      27.1612
   10048      15.5653      26.7435
   10049      15.6760      26.9507
   10050      15.6345      26.9569
   10051      15.6223      26.7816
   10052      15.5808      26.3968
   10053      15.6641      27.1890
   10054      18.7455      66.6971
   10055      15.6020      26.9925
   10056      15.6521      27.2036
   10057      15.5971      26.5828
   10058      15.6402      26.4489
   10059      15.4780      26.5732
   10060      15.5627      26.2664
   10061      15.4409      26.4805
   10062      19.9496      79.2747
   10063      15.4424      27.0745
   10064      15.4888      26.5165
   10065      19.9703      79.2146
   10066      15.6889      27.2050
   10067      20.0052      79.4788
   10068      15.6683      26.9245
   10069      15.6635      26.8745
   10070      15.5758      26.6950
   10071      18.7272      65.2940
   10072      18.7398      65.9771
   10073      15.6964      26.9951
   10074      15.5502      26.8754
   10075      15.6962      27.3656
   10076      15.6145      27.7040
   10077      15.7466      27.2942
   10078      15.5439      26.6147
   10079      15.5347      27.0104
   10080      18.5126      64.8904
   10081      15.5244      26.5696
   10082      15.6593      27.1822
   10083      15.5564      27.9287
   10084      19.9344      78.7544
   10085      19.9404      79.0409
   10086      19.9705      78.8503
   10087      18.7391      68.8881
   10088      15.4873      27.1444
   10089      15.5449      27.1842
   10090      19.9889      80.1037
   10091      19.9558      79.8824
   10092      19.9995      79.9631
   10093      15.6225      27.3810
   10094      15.4910      27.0295
   10095      15.6188      26.5831
   10096      15.5585      26.8591
   10097      15.5846      27.3182
   10098      15.5757      27.0405
   10099      15.5578      27.2948
   10100      15.5890      26.9630
   10101      15.6872      27.0798
   10102      18.8139      66.4851
   10103      18.7672      67.5974
   10104      15.6171      25.7271
   10105      15.5982      26.9677
   10106      20.3240      79.0186
   10107      18.8576      66.7531
   10108      15.5794      26.2771
   10109      18.8624      67.2647
   10110      15.4843      26.8987
   10111      15.6442      26.7209
   10112      15.4646      27.0251
   10113      15.6018      26.8139
   10114      15.5927      27.0588
   10115      20.3216      78.8227
   10116      20.3367      78.8598
   10117      20.3809      78.9053
   10118      18.9039      66.7000
   10119      15.5404      26.9373
   10120      15.5904      27.1021
   10121      15.5817      26.8802
   10122      18.9045      66.6792
   10123      18.8402      66.4154
   10124      18.8230      66.4460
   10125      15.5463      27.2694
   10126      18.8377      66.3692
   10127      15.5404      26.4390
   10128      15.5615      26.9208
   10129      18.9336      66.9661
   10130      15.5105      27.1499
   10131      18.9211      66.0626
   10132      15.5050      26.8694
   10133      18.6955      65.5057
   10134      15.5791      27.0965
   10135      18.8369      66.6251
   10136      19.5008      72.7320
   10137      15.5227      26.8844
   10138      19.7561      76.3761
   10139      15.6853      26.8338
   10140      18.8532      66.5812
   10141      15.5413      26.8267
   10142      19.7401      75.6089
   10143      15.6758      27.1430
   10144      15.5514      28.1826
   10145      20.5806      79.6878
   10146      15.6576      27.1442
   10147      20.5484      79.5342
   10148      15.5333      26.8509
   10149      15.5402      27.4092
   10150      15.5503      26.8580
   10151      15.5024      26.6913
   10152      15.6569      27.1687
   10153      15.6974      27.0457
   10154      15.5766      27.5100
   10155      15.5983      27.2793
   10156      15.5709      26.7689
   10157      15.5411      27.3927
   10158      15.4986      27.1369
   10159      15.7019      26.6472
   10160      15.6143      27.3585
   10161      15.5886      26.9079
   10162      15.6224      26.8261
   10163      15.5704      27.1188
   10164      15.6511      27.0409
   10165      19.1590      66.9454
   10166      20.5420      79.1383
   10167      15.4793      26.7120
   10168      20.5180      79.1211
   10169      15.5537      27.1313
   10170      15.5952      26.9675
   10171      15.5629      26.5043
   10172      15.5586      26.5785
   10173      15.5577      26.9614
   10174      15.5531      26.6891
   10175      15.5873      26.7340
   10176      15.6324      27.4200
   10177      15.6582      26.4253
   10178      15.6148      27.1107
   10179      15.6091      27.1575
   10180      15.6164      27.0372
   10181      15.6052      27.1414
   10182      15.6119      27.2443
   10183      15.5929      28.1846
   10184      15.6052      26.8578
   10185      15.6384      28.7577
   10186      15.6285      27.7923
   10187      15.5226      26.7312
   10188      15.5521      26.9260
   10189      15.5845      26.6486
   10190      15.6590      26.8507
   10191      19.1427      67.8548
   10192      19.1946      67.8330
   10193      15.5532      27.0750
   10194      15.5524      26.9395
   10195      15.5646      26.8496
   10196      15.6225      28.8380
   10197      15.5268      26.9196
   10198      15.5336      26.9049
   10199      15.6319      26.5820
   10200      15.5757      28.5284
   10201      15.5155      28.0584
   10202      15.5909      26.8193
   10203      15.5580      26.4042
   10204      19.1642      67.2134
   10205      15.6120      27.9563
   10206      15.6489      26.8481
   10207      15.5752      27.2710
   10208      15.5490      26.6482
   10209      19.1352      67.6971
   10210      15.6766      27.2639
   10211      15.5915      27.3924
   10212      15.5802      27.1137
   10213      15.6125      26.6679
   10214      15.5858      26.5601
   10215      15.5914      26.5685
   10216      15.5847      26.4429
   10217      15.5694      27.2845
   10218      15.5555      26.2866
   10219      19.2301      67.8029
   10220      19.1783      67.5412
   10221      15.5552      27.7277
   10222      15.6620      27.4311
   10223      15.5476      28.3629
   10224      15.6146      26.6632
   10225      15.6669      26.4170
   10226      15.5545      26.8784
   10227      15.6715      27.7339
   10228      19.1283      67.5194
   10229      15.6466      27.1912
   10230      15.6224      26.8695
   10231      15.6177      27.0393
   10232      15.6661      26.5633
   10233      15.6251      27.1681
   10234      15.5829      26.7700
   10235      15.6473      26.8408
   10236      15.5991      26.9550
   10237      19.8919      78.8405
   10238      19.9003      79.1557
   10239      15.5786      26.9267
   10240      19.9523      79.3463
   10241      15.5407      26.5357
   10242      19.1280      67.5682
   10243      19.1467      66.1130
   10244      15.6590      26.7801
   10245      15.6197      27.1409
   10246      15.6126      26.5501
   10247      19.1351      67.4626
   10248      19.1581      66.6091
   10249      19.1688      66.4037
   10250      19.0624      68.1895
   10251      19.0943      67.6893
   10252      15.6709      26.6430
   10253      19.1118      68.5605
   10254      15.6329      27.0940
   10255      20.3428      80.7018
   10256      15.5298      26.5834
   10257      19.1010      67.7808
   10258      15.6802      26.8865
   10259      15.6813      27.1949
   10260      15.5678      27.7225
   10261      15.6652      26.9675
   10262      15.6636      27.1739
   10263      19.9885      79.7188
   10264      15.4908      26.8150
   10265      18.6945      65.9917
   10266      15.7148      26.9378
   10267      15.5217      26.7667
   10268      15.5824      27.0495
   10269      15.5268      26.8309
   10270      19.2196      66.4777
   10271      15.4765      26.2434
   10272      19.1486      66.2987
   10273      18.7201      65.8839
   10274      18.6806      65.2261
   10275      15.4668      26.0314
   10276      19.9941      79.7070
   10277      19.0681      67.3673
   10278      15.6112      28.3664
   10279      15.5817      26.9249
   10280      19.0425      68.9698
   10281      15.4992      26.3987
   10282      15.5009      26.5300
   10283      15.5974      26.7052
   10284      15.5321      27.0889
   10285      15.6784      26.8556
   10286      15.6322      26.9207
   10287      15.5454      26.7982
   10288      15.5576      26.7703
   10289      15.6906      26.7115
   10290      15.5951      27.2275
   10291      15.6632      26.6724
   10292      15.6182      26.6847
   10293      15.5099      26.8514
   10294      15.4903      26.9183
   10295      15.5716      26.6168
   10296      18.7064      65.5555
   10297      15.5500      27.1176
   10298      15.5239      26.7711
   10299      15.5228      26.8883
   10300      15.4951      27.0142
   10301      15.5991      27.2617
   10302      19.0781      66.0420
   10303      19.0761      66.4030
   10304      19.0651      65.9717
   10305      18.7597      65.8560
   10306      15.7088      27.3261
   10307      15.4894      26.4805
   10308      19.9463      79.9630
   10309      15.5458      26.3833
   10310      15.5189      26.4708
   10311      15.6078      26.4036
   10312      18.6539      65.6754
   10313      18.7188      65.8179
   10314      15.5216      26.5831
   10315      18.6795      66.0020
   10316      15.6299      27.1993
   10317      15.5150      26.9781
   10318      18.6826      65.5807
   10319      15.5892      26.8824
   10320      18.7011      65.8293
   10321      18.6718      65.6169
   10322      18.7038      65.6361
   10323      15.5340      27.0017
   10324      15.6078      27.1164
   10325      15.5834      27.1209
   10326      15.5708      27.2303
   10327      15.5826      26.9722
   10328      15.6753      26.9309
   10329      18.6530      65.8882
   10330      15.5606      26.8300
   10331      15.6267      26.4729
   10332      18.6940      66.1030
   10333      15.6597      27.0979
   10334      18.6238      65.8196
   10335      18.6149      65.8189
   10336      18.6365      65.4321
   10337      15.5696      26.8569
   10338      18.6657      66.2502
   10339      15.5598      26.5819
   10340      18.6735      65.5521
   10341      15.5807      26.7919
   10342      18.8040      68.6897
   10343      15.6615      27.2062
   10344      18.6873      66.1172
   10345      15.6014      26.8338
   10346      19.6948      75.5463
   10347      19.6682      75.0882
   10348      18.6500      66.2186
   10349      19.7418      75.6025
   10350      18.8281      67.9165
   10351      15.7017      27.1361
   10352      19.5648      74.1977
   10353      18.9281      68.5357
   10354      15.5639      26.3148
   10355      15.5592      26.9257
   10356      18.6178      65.8268
   10357      15.5761      27.2980
   10358      15.6586      26.5288
   10359      15.6048      27.1943
   10360      15.5716      26.9786
   10361      15.5550      27.1160
   10362      15.5875      26.7992
   10363      18.6633      65.6633
   10364      15.7297      27.1681
   10365      15.5872      26.9810
   10366      15.6747      26.7620
   10367      19.6162      74.7883
   10368      15.5246      26.5309
   10369      15.5883      26.7150
   10370      15.7040      28.0730
   10371      18.8271      67.3101
   10372      15.4932      26.4403
   10373      19.6209      74.8446
   10374      19.6228      74.8955
   10375      15.5466      26.8026
   10376      15.6444      26.9339
   10377      15.5617      26.9105
   10378      15.5946      27.2346
   10379      15.5864      26.9144
   10380      15.5428      26.7119
   10381      15.6625      27.1795
   10382      15.6456      27.1139
   10383      15.5849      26.9298
   10384      15.6111      26.7386
   10385      15.5750      27.0125
   10386      15.6439      27.2602
   10387      15.5415      26.9785
   10388      15.5697      26.7910
   10389      19.4353      73.8042
   10390      15.7222      26.9351
   10391      15.5224      26.7873
   10392      15.5485      26.9544
   10393      15.5240      26.9060
   10394      15.5429      27.2790
   10395      15.5595      27.4005
   10396      15.6125      26.8487
   10397      15.5922      27.1502
   10398      15.6850      27.2566
   10399      19.1561      67.8082
   10400      18.7106      66.5065
   10401      15.5414      26.4301
   10402      18.8396      67.0955
   10403      15.5598      26.9840
   10404      15.6167      26.8035
   10405      15.5583      26.8703
   10406      15.6403      27.4200
   10407      15.5876      27.0393
   10408      15.5759      26.6627
   10409      18.6810      65.1736
