#Frame          test1   test1[Max]
     802      15.5695      26.9043
     803      15.5925      26.8628
     804      15.6025      27.6236
     805      15.6463      27.3393
     806      15.6832      27.4274
     807      15.6895      27.2829
     808      15.6199      27.2912
     809      15.6997      27.5645
     810      15.6078      27.2936
     811      15.8197      27.7184
     812      15.6507      27.5902
     813      15.6880      27.8046
     814      15.6565      27.6975
     815      15.5948      27.5271
     816      15.6516      27.8001
     817      15.6987      27.7463
     818      15.6469      28.5462
     819      15.8040      27.3684
     820      15.6193      28.2162
     821      15.6324      27.3974
     822      15.6417      27.1905
     823      15.7870      27.6364
     824      15.7484      27.6336
     825      15.7464      27.8085
     826      15.7264      27.4038
     827      15.6643      28.6702
     828      15.6748      26.9580
     829      15.5586      28.5607
     830      15.7430      28.0742
     831      15.6769      27.5654
     832      15.7472      27.6633
     833      15.7389      27.8656
     834      15.6846      28.8450
     835      15.7791      27.7256
     836      15.8231      27.5911
     837      15.7736      27.5185
     838      15.6579      27.2458
     839      15.6383      27.9409
     840      15.7056      26.5927
     841      15.6953      26.9042
     842      15.6980      26.5974
     843      15.6703      27.2270
     844      15.6623      26.7372
     845      15.7540      28.3246
     846      15.5402      27.5999
     847      15.5735      27.3407
     848      15.6069      27.4252
     849      15.6339      27.2631
     850      15.7643      27.4596
     851      15.5751      26.9821
     852      15.6663      26.7473
     853      15.6024      27.0716
     854      15.6349      28.2481
     855      15.6614      26.8795
     856      15.6518      27.0264
     857      15.7592      26.8045
     858      15.7380      26.9413
     859      15.5699      27.4403
     860      15.6214      26.7626
     861      15.5998      28.2852
     862      15.6355      27.2350
     863      15.5989      26.9824
     864      15.6137      27.4619
     865      15.6549      26.9022
     866      15.5957      27.5385
     867      15.6914      27.3314
     868      15.7585      27.8947
     869      15.6726      27.2200
     870      15.7338      28.7331
     871      15.6311      27.5389
     872      15.7473      28.3260
     873      15.7784      28.9515
     874      15.7270      29.0126
     875      15.8099      29.0301
     876      15.7745      28.8499
     877      15.8095      29.1267
     878      15.6971      29.0440
     879      15.8115      28.8613
     880      15.6560      27.7518
     881      15.7779      29.1942
     882      15.8240      28.7644
     883      15.8045      28.8642
     884      15.6197      28.8383
     885      15.7479      27.9702
     886      15.7762      27.8880
     887      15.7519      28.1386
     888      15.8039      27.8606
     889      15.6257      29.9828
     890      15.5979      28.9898
     891      15.7647      27.8728
     892      15.7755      28.0600
     893      15.7754      28.1425
     894      15.7609      27.7284
     895      15.7544      27.8127
     896      15.7085      28.0017
     897      15.6638      28.4718
     898      15.7681      28.0664
     899      15.7487      27.9365
     900      15.6143      29.1693
     901      15.6057      29.4085
     902      15.6394      29.4238
     903      15.6316      28.9792
     904      15.7407      30.2808
     905      15.6566      28.1609
     906      15.6498      29.0506
     907      15.7927      29.0236
     908      15.8103      29.1755
     909      15.8217      29.1644
     910      15.8423      29.2615
     911      15.8139      28.4601
     912      15.6177      27.6902
     913      15.6476      27.8541
     914      15.6027      28.0678
     915      15.7463      28.3414
     916      15.7721      28.8025
     917      15.6652      28.4113
     918      15.7296      28.4837
     919      15.6540      29.8954
     920      15.6618      30.7117
     921      15.6653      30.8245
     922      15.6262      28.2024
     923      15.7633      28.0344
     924      15.7601      28.6725
     925      15.7871      28.0851
     926      15.7422      27.9566
     927      15.7425      28.5847
     928      15.7601      30.1159
     929      15.5285      28.2814
     930      15.8222      29.2925
     931      15.5753      28.2726
     932      15.7502      28.5184
     933      15.7872      27.8521
     934      15.5692      28.7126
     935      15.9232      28.5248
     936      15.8039      28.7730
     937      15.8276      27.9410
     938      15.5917      28.0753
     939      15.7481      27.5635
     940      15.7402      30.2349
     941      15.7431      30.6126
     942      15.6076      28.7334
     943      15.6623      27.4767
     944      15.6085      28.6727
     945      15.6183      28.2804
     946      15.6204      27.5525
     947      15.6227      28.8565
     948      15.6170      28.6988
     949      15.5718      28.6738
     950      15.6283      28.2274
     951      15.6656      29.0550
     952      15.5970      28.4905
     953      15.6283      27.6810
     954      15.6295      28.6721
     955      15.6315      28.6965
     956      15.6240      28.5941
     957      15.6212      27.2146
     958      15.6251      27.8923
     959      15.6757      29.8561
     960      15.6752      27.5401
     961      15.7088      27.3657
     962      15.7610      30.3738
     963      15.7006      29.5978
     964      15.7518      29.7312
     965      15.6674      28.9363
     966      15.7173      29.9162
     967      15.6861      29.6817
     968      15.6926      29.5209
     969      15.6311      28.6816
     970      15.6540      29.1792
     971      15.7794      27.9352
     972      15.6442      28.2389
     973      15.6952      28.2216
     974      15.6979      28.6773
     975      15.6550      28.3315
     976      15.6835      28.9467
     977      15.7027      29.0444
     978      15.7061      29.4232
     979      15.5982      29.4317
     980      15.7576      29.6702
     981      15.7333      29.4988
     982      15.7835      27.9392
     983      15.6158      28.5172
     984      15.6632      29.7173
     985      15.6861      28.7196
     986      15.8183      28.8152
     987      15.6413      28.7746
     988      15.6677      29.1129
     989      15.6142      28.2559
     990      15.7947      29.8846
     991      15.6621      28.8134
     992      15.6282      28.9463
     993      15.6841      29.2678
     994      15.6750      29.1494
     995      15.6950      28.9998
     996      15.6481      28.6561
     997      15.8604      30.3965
     998      15.8690      30.5608
     999      15.6416      28.9544
    1000      15.5942      28.5144
    1001      15.6654      29.5922
    1002      15.6693      29.3937
    1003      15.6046      29.4026
    1004      15.6481      29.1568
    1005      15.8967      30.1223
    1006      15.5934      29.1633
    1007      15.5739      28.7644
    1008      15.5756      28.6009
    1009      15.6060      28.4006
    1010      15.6087      29.5054
    1011      15.5569      29.1030
    1012      15.6796      29.2014
    1013      15.6948      29.2054
    1014      15.6183      28.7327
    1015      15.5963      28.3689
    1016      15.6115      28.7330
    1017      15.5665      28.9795
    1018      15.6053      29.0938
    1019      15.6248      27.8650
    1020      15.6107      28.3935
    1021      15.5816      29.2156
    1022      15.6354      28.9268
    1023      15.5961      29.3236
    1024      15.7079      28.5975
    1025      15.6662      28.6177
    1026      15.6544      29.5998
    1027      15.7060      29.1764
    1028      15.7223      30.1130
    1029      15.6840      29.3815
    1030      15.6664      29.1711
    1031      15.7001      29.1468
    1032      15.7118      29.3936
    1033      15.6540      29.3366
    1034      15.6474      29.3375
    1035      15.6730      28.6608
    1036      15.6726      28.8512
    1037      15.5327      27.9449
    1038      15.6892      28.2745
    1039      15.7074      27.9992
