#Frame          test1   test1[Max]
     702       7.4358      11.5149
     703       7.5790      12.6357
     704       7.4419      11.8163
     705       7.4468      12.1775
     706       7.3505      12.6514
     707       7.4879      12.5838
     708       7.4317      11.7187
     709       7.6090      12.5841
     710       7.5549      12.3875
     711       7.2225      11.3506
     712       7.5151      12.2543
     713       7.6702      13.1658
     714       7.5418      12.6091
     715       7.6845      13.4654
     716       7.4532      12.2227
     717       7.6560      13.0570
     718       7.5372      12.0062
     719       7.5062      12.4497
     720       7.4653      12.6159
     721       7.6650      11.9680
     722       7.2582      12.2039
     723       7.6252      12.2996
     724       7.6247      12.1607
     725       7.5157      11.8572
     726       7.5144      13.0860
     727       7.6503      12.9839
     728       7.6688      12.7975
     729       7.5905      12.7357
     730       7.4874      12.9433
     731       7.4918      12.3176
     732       7.6312      13.1230
     733       7.6551      12.8470
     734       7.3228      11.9674
     735       7.6607      13.0450
     736       7.5402      12.3031
     737       7.8102      13.6395
     738       7.6533      13.3028
     739       7.5790      12.8531
     740       7.5600      12.6106
     741       7.6120      12.3528
     742       7.6873      13.0804
     743       7.6076      12.6362
     744       7.8098      12.4130
     745       7.5971      12.3023
     746       7.5356      12.4466
     747       7.8127      13.1307
     748       7.8027      13.3759
     749       7.5084      11.8495
     750       7.5150      12.3583
     751       7.5260      12.0398
     752       7.6882      13.2569
     753       7.5892      12.3019
     754       7.5066      12.1334
     755       7.5745      12.2439
     756       7.6444      12.2178
     757       7.4389      11.9758
     758       7.5441      12.3452
     759       7.5830      12.4060
     760       7.6196      13.0324
     761       7.4453      12.1279
     762       7.9167      12.9939
     763       7.4857      12.9358
     764       7.4346      12.3116
     765       7.3585      11.7613
     766       7.4551      11.2403
     767       7.3640      11.9025
     768       7.5183      11.9518
     769       7.5191      12.0863
     770       7.5327      12.0714
     771       7.4423      11.6567
     772       7.5714      11.6072
     773       7.4564      11.8357
     774       7.4022      12.0142
     775       7.4749      11.8887
     776       7.6837      11.9709
     777       7.4892      11.9870
     778       7.4572      11.7786
     779       7.3428      11.7148
     780       7.4346      12.6490
     781       7.4035      12.5365
