#Frame   WS_00005[lower] WS_00005[upper]
    5883               7              17
    5884               5              14
    5885               2               8
    5886               7              19
    5887               7              19
    5888               7              15
    5889               7              23
    5890               7              19
    5891               7              22
    5892               6              20
    5893               3               8
    5894               6              21
    5895               7              20
    5896               3              10
    5897               8              17
    5898               3               7
    5899               3               7
    5900               3               8
    5901               7              18
    5902               4              10
    5903               3               8
    5904               3               9
    5905               6              21
    5906               7              19
    5907               3               8
    5908               6              16
    5909               8              16
    5910               8              20
    5911               7              19
    5912               5              17
    5913               7              15
    5914               5              17
    5915               5              12
    5916               3              11
    5917               8              17
    5918               8              19
    5919               8              19
    5920               3              10
    5921               8              20
    5922               8              20
    5923               6              16
    5924               4              10
    5925               4               9
    5926               3               9
    5927               7              20
    5928               7              21
    5929               8              14
    5930               3              12
    5931               4               8
    5932               5              12
    5933               6              14
    5934               9              21
    5935               4              13
    5936               5              14
    5937               7              20
    5938               3               8
    5939               6              15
    5940               4              12
    5941               3               7
    5942               3               8
    5943               4               9
    5944               8              21
    5945               9              17
    5946               4               8
    5947               6              14
    5948               7              20
    5949               3               7
    5950               3               6
    5951               3               8
    5952               7              20
    5953               5              10
    5954               7              18
    5955               6              18
    5956               5              14
    5957               7              18
    5958               4               6
    5959               8              16
    5960               7              18
    5961               7              17
    5962               9              20
    5963               5              17
    5964               8              18
    5965               4              10
    5966               7              16
    5967               4              11
    5968               7              15
    5969               5              12
    5970               5              13
    5971               6              16
    5972               7              18
    5973               7              18
    5974               4              11
    5975               5              11
    5976               5              13
    5977               5              13
    5978               4              12
    5979               9              21
    5980               8              17
    5981               8              18
    5982               6              16
    5983               8              20
    5984               6              14
    5985               5              13
    5986               8              18
    5987               3              14
    5988               8              18
    5989               6              14
    5990               8              17
    5991               7              17
    5992               8              18
    5993               6              18
    5994               4              16
    5995               6              16
    5996               2               6
    5997               1               8
    5998               7              20
    5999               2               7
    6000               2               8
    6001               6              14
    6002               6              20
    6003               3               8
    6004               4              15
    6005               7              17
    6006               7              19
    6007               7              17
    6008               7              19
    6009               7              21
    6010               8              22
    6011               7              16
    6012               8              16
    6013               6              19
    6014               7              17
    6015               6              14
    6016               7              20
    6017               8              18
    6018               7              18
    6019               6              11
    6020               7              15
    6021               7              14
    6022               8              15
    6023               4              11
    6024               3              12
    6025               3              12
    6026               2              15
    6027               7              18
    6028               6              19
    6029              10              17
    6030               8              15
    6031               5              17
    6032               8              19
    6033               8              16
    6034               7              20
    6035               8              18
    6036               8              19
    6037               7              20
    6038               7              19
    6039               6              15
    6040               7              19
    6041               6              18
    6042               5              15
    6043               6              17
    6044               7              14
    6045               6              12
    6046               5              12
    6047               6              13
    6048               7              16
    6049               7              17
    6050               7              18
    6051               7              20
    6052               8              19
    6053               7              21
    6054               7              20
    6055               7              13
    6056               7              20
    6057               7              18
    6058               8              18
    6059               6              20
    6060               7              20
    6061               9              19
    6062               8              18
    6063               7              19
    6064               6              17
    6065               7              21
    6066               7              22
    6067               9              21
    6068               7              17
    6069               8              16
    6070               7              17
    6071               8              21
    6072               7              17
    6073               6              16
    6074               7              20
    6075               8              20
    6076               8              21
    6077               8              18
    6078               8              18
    6079               7              17
    6080               7              16
    6081               5              13
    6082               6              17
    6083               6              21
    6084               8              21
    6085               6              13
    6086               5              16
    6087               9              21
    6088               5              14
    6089               9              20
    6090               9              18
    6091               8              18
    6092               7              17
    6093               8              17
    6094               9              18
    6095               9              16
    6096               6              17
    6097               9              20
    6098               8              17
    6099               7              19
    6100               7              18
    6101               8              18
    6102               8              19
    6103               8              20
    6104               6              17
    6105               9              20
    6106               7              17
    6107               7              22
    6108               7              20
    6109               8              23
    6110               8              21
    6111               7              18
    6112               8              19
    6113               8              18
    6114               7              15
    6115               7              19
    6116               8              20
    6117               7              20
    6118               7              20
    6119               6              16
    6120               6              17
    6121               7              19
    6122               8              21
    6123               6              18
    6124               7              18
    6125               7              19
    6126               7              14
    6127               8              19
    6128               7              17
    6129               8              19
    6130               7              16
    6131               6              16
    6132               7              18
    6133               8              22
    6134               9              21
    6135               8              16
    6136               7              16
    6137               6              16
    6138               7              15
    6139               4              12
    6140               3              13
    6141               3              13
    6142               2               9
    6143               6              18
    6144               6              17
    6145               7              16
    6146               7              18
    6147               7              18
    6148               8              22
    6149               7              19
    6150               7              18
    6151               8              21
    6152               8              18
    6153               7              16
    6154              10              17
    6155               7              17
    6156               7              15
    6157               7              18
    6158               7              19
    6159               7              21
    6160               8              15
    6161               7              19
    6162               7              18
    6163               7              17
    6164               8              19
    6165               9              15
    6166               5              17
    6167               8              14
    6168               9              17
    6169               8              17
    6170               7              16
    6171              10              14
    6172               7              17
    6173               7              18
    6174               4              16
    6175               6              16
    6176               6              15
    6177               9              16
    6178               6              15
    6179               6              18
    6180               8              15
    6181               8              14
    6182               8              14
    6183               8              16
    6184               7              17
    6185               8              16
    6186               8              17
    6187               6              14
    6188              10              18
    6189               5              16
    6190               5              15
    6191               7              17
    6192               4              17
    6193               6              16
    6194               5              13
    6195               8              16
    6196               9              20
    6197               6              17
    6198               7              16
    6199               9              19
    6200               7              15
    6201               8              17
    6202               6              15
    6203               8              17
    6204               9              16
    6205               8              19
    6206               4              15
    6207               7              17
    6208               6              18
    6209               8              19
    6210               7              16
    6211               7              17
    6212               7              13
    6213               9              20
    6214               7              18
    6215               9              20
    6216               6              13
    6217               8              16
    6218               5              16
    6219               7              16
    6220               4              15
    6221               5              16
    6222               7              18
    6223               7              15
    6224               9              15
    6225               5              15
    6226               9              19
    6227               7              18
    6228               4              16
    6229               7              15
    6230               7              18
    6231               8              17
    6232               8              18
    6233               7              16
    6234               9              20
    6235               8              19
    6236               7              16
    6237               7              18
    6238               6              19
    6239              10              20
    6240               8              18
    6241               9              20
    6242               6              14
    6243               6              14
    6244               8              22
    6245               9              19
    6246               7              20
    6247               7              19
    6248               6              16
    6249               7              17
    6250               7              14
    6251               7              14
    6252               8              18
    6253               6              13
    6254               7              15
    6255               7              17
    6256               7              18
    6257               7              18
    6258               8              17
    6259               7              19
    6260               7              17
    6261               7              15
    6262               7              17
    6263               5              12
    6264               4              16
    6265               7              15
    6266               6              14
    6267               5              12
    6268               5              15
    6269               7              13
    6270               5              13
    6271               4              12
    6272               6              14
    6273               6              17
    6274               5              14
    6275               5              11
    6276               5              15
    6277               6              16
    6278               6              15
    6279               6              14
    6280               7              20
    6281               7              19
    6282               8              18
    6283               8              17
    6284               6              15
    6285               5              17
    6286               6              14
    6287               6              15
    6288               8              22
    6289               6              16
    6290               5              13
    6291               5              15
    6292               6              14
    6293               3              13
    6294               6              11
    6295               6              17
    6296               6              14
    6297               6              14
    6298               4              14
    6299               5              13
    6300               5              11
    6301               5              15
    6302               6              14
    6303               4              12
    6304               4              12
    6305               9              20
    6306               5              12
    6307               7              19
    6308               6              15
    6309               5              15
    6310               5              15
    6311               5              13
    6312               3              15
    6313               5              17
    6314               5              10
    6315               5              13
    6316               7              11
    6317               5              11
    6318               5              11
    6319               5              14
    6320               6              15
    6321               6              17
    6322               6              13
    6323               6              16
    6324               6              16
    6325               7              13
    6326               6              15
    6327               7              16
    6328               7              16
    6329               8              18
    6330               7              15
    6331               7              15
    6332               4              13
    6333               5              13
    6334               5              14
    6335               6              18
    6336               6              15
    6337               6              13
    6338               5              15
    6339               6              11
    6340               5              11
    6341               6              12
    6342               5              11
    6343               5              12
    6344               5              12
    6345               4              14
    6346               5              13
    6347               6              11
    6348               4               9
    6349               5              10
    6350               6              14
    6351              10              15
    6352               6              15
    6353               5              15
    6354               7              16
    6355               6              16
    6356               6              14
    6357               6              14
    6358               4              10
    6359               6              13
    6360               6              11
    6361               6              13
    6362               7              14
    6363               7              15
    6364               6              15
    6365               6              18
    6366               6              13
    6367               6              16
    6368               4               9
    6369               6              13
    6370               5              11
    6371               3              12
    6372               7              13
    6373               6              13
    6374               6              15
    6375               6              15
    6376               7              15
    6377               6              14
    6378               6              15
    6379               6              11
    6380               5              13
    6381               6              13
    6382               5              11
    6383               7              12
    6384               5              14
    6385               7              14
    6386               7              20
    6387               5              11
    6388               6              14
    6389               6              17
    6390               7              15
    6391               5              15
    6392               5              12
    6393               5              12
    6394               5              14
    6395               5              16
    6396               6              18
    6397               7              20
    6398               6              19
    6399               4              11
    6400               8              18
    6401               9              19
    6402               8              14
    6403               8              14
    6404               6              17
    6405               8              18
    6406               7              15
    6407              10              19
    6408               6              17
    6409               8              19
    6410               6              14
    6411               4               9
    6412               7              16
    6413               7              16
    6414               7              17
    6415               5              14
    6416               7              18
    6417               6              18
    6418               6              15
    6419               7              16
    6420               4              10
    6421               5              10
    6422               4              12
    6423               7              17
    6424               6              11
    6425               7              18
    6426               5              10
    6427               8              20
    6428               7              22
    6429               7              19
    6430               6              20
    6431               4              12
    6432               3               9
    6433               4              12
    6434               4              11
    6435               7              18
    6436               4               9
    6437               4               9
    6438               5              14
    6439               3              10
    6440               3              11
    6441               2               7
    6442               7              18
    6443               6              15
    6444               2               5
    6445               2               6
    6446               2               7
    6447               4              15
    6448               2               6
    6449               5              12
    6450               4              14
    6451               2               5
    6452               2               7
    6453               2               7
    6454               2               6
    6455               1               5
    6456               2               6
    6457               3               6
    6458               3               7
    6459               2               8
    6460               3               8
    6461               4               9
    6462               8              15
    6463               7              15
    6464               5              16
    6465               2               7
    6466               7              19
    6467               6              16
    6468               8              16
    6469               4               8
    6470               2               7
    6471               2               7
    6472               3               7
    6473               2               7
    6474               7              19
    6475               6              14
    6476               3               5
    6477               2               5
    6478               6              17
    6479               2               7
    6480               3               7
    6481               8              19
    6482               6              16
    6483               6              18
    6484               3               5
    6485               6              14
    6486               8              16
    6487               3               8
    6488               2               5
    6489               2               6
    6490               2               7
    6491               7              18
    6492               3               9
    6493               3              10
    6494               8              19
    6495               6              18
    6496               6              17
    6497               6              17
    6498               7              12
    6499               7              19
    6500               3               9
    6501               9              19
    6502               7              17
    6503               7              19
    6504               7              20
    6505               3               7
    6506               4               8
    6507               4              10
    6508               8              19
    6509               4              10
    6510               3               9
    6511               2               8
    6512               3              13
    6513               3              10
    6514               3               9
    6515               3               8
    6516               3               9
    6517               4              10
    6518               3               9
    6519               3               8
    6520               3               7
    6521               3               8
    6522               4               9
    6523               3              10
    6524               7              19
    6525               2               9
    6526               4               8
    6527               2               8
    6528               7              15
    6529               8              17
    6530               6              19
    6531               9              20
    6532               7              17
    6533               6              13
    6534               5              11
    6535               5              15
    6536               6              17
    6537               5              20
    6538               2               8
    6539               6              18
    6540               4               9
    6541               3               8
    6542               4               8
    6543               6              16
    6544               7              17
    6545               6              19
    6546               5              12
    6547               7              20
    6548               5              13
    6549               6              16
    6550               6              11
    6551               5              13
    6552               3               9
    6553               5              14
    6554               4              13
    6555               5              14
    6556               3               8
    6557               6              14
    6558               4              11
    6559               4               8
    6560               4              14
    6561               3              10
    6562               4              14
    6563               2               8
    6564               4              11
    6565               4              12
    6566               5              15
    6567               4              15
    6568               6              17
    6569               2              13
    6570               6              14
    6571               2               6
    6572               4              15
    6573               4              17
    6574               7              21
    6575               8              17
    6576               4              14
    6577               3              15
    6578               5              14
    6579               5              13
    6580               5              17
    6581               5              18
    6582               7              16
    6583               7              15
    6584               7              19
    6585               3              14
    6586               7              19
    6587               8              18
    6588               7              12
    6589               5              16
    6590               7              15
    6591               7              20
    6592               6              15
    6593               7              15
    6594               3              11
    6595               7              17
    6596               3              12
    6597               3              13
    6598               8              19
    6599               2               9
    6600               2               7
    6601               2               8
    6602               8              17
    6603               3               4
    6604               8              22
    6605               2               5
    6606               6              15
    6607               9              17
    6608               8              22
    6609               7              19
    6610               5              12
    6611               7              23
    6612               3               8
    6613               7              21
    6614               7              19
    6615               8              20
    6616               7              17
    6617               7              19
    6618               7              17
    6619               2               6
    6620               2               6
    6621               7              20
    6622               8              19
    6623               5              14
    6624               8              19
    6625               8              19
    6626               8              19
    6627               5              15
    6628               4              12
    6629               5              17
    6630               7              19
    6631               5              15
    6632               8              16
    6633               7              19
    6634               7              16
    6635               8              20
    6636               7              19
    6637               7              20
    6638               8              17
    6639               6              17
    6640               7              21
    6641               6              17
    6642               2               5
    6643               8              17
    6644               6              20
    6645               6              14
    6646               2               5
    6647               1               6
    6648               2               7
    6649               5              14
    6650               7              16
    6651               7              21
    6652               9              21
    6653               6              16
    6654               6              16
    6655               7              22
    6656               7              20
    6657               8              20
    6658               1               6
    6659               6              14
    6660               5              16
    6661               6              15
    6662               7              13
    6663               2               6
    6664               5              13
    6665               5              17
    6666               6              16
    6667               6              21
    6668               6              14
    6669               5              17
    6670               5              19
    6671               5              14
    6672               4              13
    6673               5              15
    6674               3              13
    6675               6              14
    6676               4              12
    6677               7              15
    6678               3              13
    6679               5              13
    6680               5              16
    6681               5              18
    6682               6              16
    6683               6              19
    6684               3              13
    6685               7              20
    6686               9              18
    6687               7              19
    6688               8              16
    6689               8              18
    6690               7              17
    6691               6              21
    6692               7              19
    6693               6              16
    6694               7              18
    6695               0               2
    6696               7              18
    6697               1               7
    6698               6              18
    6699               6              20
    6700               1               5
    6701               1               6
    6702               7              21
    6703               6              17
    6704               5              15
    6705               3               6
    6706               1               5
    6707               1               6
    6708               1               5
    6709               2               5
    6710               5              13
    6711               7              16
    6712               1               3
    6713               0               6
    6714               1               5
    6715               0               5
    6716               2               6
    6717               2               3
    6718               1               7
    6719               2               6
    6720               3               5
    6721               7              16
    6722               7              15
    6723               1               4
    6724               2               7
    6725               1               6
    6726               0               5
    6727               1               6
    6728               0               4
    6729               6              16
    6730               1               6
    6731               0               6
    6732               1               7
    6733               0               6
    6734               0               5
    6735               0               4
    6736               1               5
    6737               0               3
    6738               0               5
    6739               6              19
    6740               1               6
    6741               1               6
    6742               0               4
    6743               4              14
    6744               1               6
    6745               0               5
    6746               0               3
    6747               1               4
    6748               0               5
    6749               2               5
    6750               1               4
    6751               2               5
    6752               2               6
    6753               3              15
    6754               6              17
    6755               0               3
    6756               1               4
    6757               0               5
    6758               1               3
    6759               0               6
    6760               5              15
    6761               1               6
    6762               1               3
    6763               2               3
    6764               6              13
    6765               2               6
    6766               1               4
    6767               2               5
    6768               0               4
    6769               2               3
    6770               1               4
    6771               1               2
    6772               0               3
    6773               1               3
    6774               2               6
    6775               1               5
    6776               2               7
    6777               2               7
    6778               5              15
    6779               2               5
    6780               0               4
    6781               0               3
    6782               1               5
    6783               0               2
    6784               2               6
    6785               2               7
    6786               0               4
    6787               0               3
    6788               1               5
    6789               3               5
    6790               1               4
    6791               1               4
    6792               2               6
    6793               1               5
    6794               0               3
    6795               1               6
    6796               1               4
    6797               1               4
    6798               0               4
    6799               0               3
    6800               0               4
    6801               2               6
    6802               6              17
    6803               7              16
    6804               4              15
    6805               0               6
    6806               6              18
    6807               0               4
    6808               0               4
    6809               1               5
    6810               2               8
    6811               2               5
    6812               2               7
    6813               7              17
    6814               6              18
    6815               2               7
    6816               2               5
    6817               3               6
    6818               1               5
    6819               6              17
    6820               1               7
    6821               1               6
    6822               1               6
    6823               1               7
    6824               0               6
    6825               1               4
    6826               1               4
    6827               0               6
    6828               0               3
    6829               0               2
    6830               1               5
    6831               1               7
    6832               1               6
    6833               1               7
    6834               0               5
    6835               3               5
    6836               8              17
    6837               6              18
    6838               0               4
    6839               1               4
    6840               0               5
    6841               0               4
    6842               0               2
    6843               5              15
    6844               1               5
    6845               0               3
    6846               1               4
    6847               0               3
    6848               1               4
    6849               7              18
    6850               1               4
    6851               0               5
    6852               0               3
    6853               0               3
    6854               0               4
    6855               2               4
    6856               7              14
    6857               6              13
    6858               1               6
    6859               0               3
    6860               1               5
    6861               1               4
    6862               7              19
    6863               2               6
    6864               1               5
    6865               1               3
    6866               1               5
    6867               1               4
    6868               2               3
    6869               1               5
    6870               0               4
    6871               0               5
    6872               0               6
    6873               2               6
    6874               6              15
    6875               1               5
    6876               1               4
    6877               8              16
    6878               8              20
    6879               6              19
    6880               2               8
    6881               1               4
    6882               3               5
    6883               1               3
    6884               1               4
    6885               1               6
    6886               1               4
    6887               1               4
    6888               0               4
    6889               0               4
    6890               1               4
    6891               1               3
    6892               2               5
    6893               2               7
    6894               1               5
    6895               2               4
    6896               2               4
    6897               1               3
    6898               0               5
    6899               1               3
    6900               0               2
    6901               0               3
    6902               6              13
    6903               0               4
    6904               1               2
    6905               1               4
    6906               1               5
    6907               0               3
    6908               1               4
    6909               6              18
    6910               9              16
    6911               8              18
    6912               6              18
    6913               0               4
    6914               2               4
    6915               0               4
    6916               6              18
    6917               1               5
    6918               2               5
    6919               8              17
    6920               6              16
    6921               6              16
    6922               6              13
    6923               1               4
    6924               0               4
    6925               6              14
    6926               7              19
    6927               5              17
    6928               6              17
    6929               6              16
    6930               7              18
    6931               8              17
    6932               0               3
    6933               0               4
    6934               0               5
    6935               6              13
    6936               0               5
    6937               7              17
    6938               0               4
    6939               1               4
    6940               1               4
    6941               0               2
    6942               0               5
    6943               8              20
    6944               1               7
    6945               1               5
    6946               0               5
    6947               8              18
    6948               6              18
    6949               2               4
    6950               7              19
    6951               1               5
    6952               6              18
    6953               7              17
    6954               8              19
    6955               9              20
    6956               1               5
    6957               8              19
    6958               7              24
    6959               8              22
    6960               0               3
    6961               0               3
    6962               7              23
    6963               1               4
    6964               2               5
    6965               1               3
    6966               8              21
    6967               0               4
    6968               0               4
    6969              10              21
    6970               1               4
    6971               0               3
    6972               2               5
    6973               1               7
    6974               1               3
    6975               0               2
    6976               1               4
    6977               2               5
    6978               1               5
    6979               2               6
    6980               1               4
